date,market_value
2003-03-05,829.8515480000001
2003-03-06,822.100208
2003-03-07,828.886542
2003-03-10,807.479766
2003-03-11,800.7252940000001
2003-03-12,804.18521
2003-03-13,831.896221
2003-03-14,833.271835
2003-03-17,862.7898949999999
2003-03-18,866.4486130000001
2003-03-19,874.0228099999999
2003-03-20,875.668799
2003-03-21,895.792303
2003-03-24,864.234166
2003-03-25,874.7413449999999
2003-03-26,869.950816
2003-03-27,868.5156220000001
2003-03-28,863.4986630000001
2003-03-31,848.179291
2003-04-01,858.476665
2003-04-02,880.898367
2003-04-03,876.445977
2003-04-04,878.8524679999999
2003-04-07,879.931721
2003-04-08,878.291606
2003-04-09,865.9889619999999
2003-04-10,871.5753179999999
2003-04-11,868.3017269999999
2003-04-14,885.2346550000001
2003-04-15,890.8062160000001
2003-04-16,879.912583
2003-04-17,893.58211
2003-04-18,893.58211
2003-04-21,892.0052890000001
2003-04-22,911.371767
2003-04-23,919.015958
2003-04-24,911.4309910000001
2003-04-25,898.8140779999999
2003-04-28,914.835752
2003-04-29,917.84428
2003-04-30,916.916008
2003-05-01,916.298053
2003-05-02,930.0753619999999
2003-05-05,926.5482210000001
2003-05-06,934.385941
2003-05-07,929.6178560000001
2003-05-08,920.2733699999999
2003-05-09,933.4066230000001
2003-05-12,945.114868
2003-05-13,942.3017980000001
2003-05-14,939.2838320000001
2003-05-15,946.665026
2003-05-16,944.2987439999999
2003-05-19,920.7727130000001
2003-05-20,919.7257779999999
2003-05-21,923.419434
2003-05-22,931.8713130000001
2003-05-23,933.223578
2003-05-26,933.223578
2003-05-27,951.482696
2003-05-28,953.2176720000001
2003-05-29,949.638961
2003-05-30,963.586786
2003-06-02,966.998916
2003-06-03,971.558868
2003-06-04,986.2388880000001
2003-06-05,990.1411710000001
2003-06-06,987.7616130000001
2003-06-09,975.9301619999999
2003-06-10,984.8404539999999
2003-06-11,997.4827439999999
2003-06-12,998.5142470000001
2003-06-13,988.609358
2003-06-16,1010.7421119999999
2003-06-17,1011.663073
2003-06-18,1010.0909730000001
2003-06-19,994.6993960000001
2003-06-20,995.691795
2003-06-23,981.6447710000001
2003-06-24,983.453168
2003-06-25,975.316467
2003-06-26,985.8204810000001
2003-06-27,976.221081
2003-06-30,974.5008960000001
2003-07-01,982.3177300000001
2003-07-02,993.751942
2003-07-03,985.7000220000001
2003-07-04,985.7000220000001
2003-07-07,1004.41915
2003-07-08,1007.836
2003-07-09,1002.2068310000001
2003-07-10,988.6992220000001
2003-07-11,998.135419
2003-07-14,1003.862931
2003-07-15,1000.420232
2003-07-16,994.0040720000001
2003-07-17,981.729418
2003-07-18,993.31551
2003-07-21,978.803245
2003-07-22,988.110167
2003-07-23,988.611142
2003-07-24,981.5991210000001
2003-07-25,998.680207
2003-07-28,996.5218679999999
2003-07-29,989.27714
2003-07-30,987.4863230000001
2003-07-31,990.308884
2003-08-01,980.1525550000001
2003-08-04,982.8150880000001
2003-08-05,965.461898
2003-08-06,967.0827109999999
2003-08-07,974.119716
2003-08-08,977.5861039999999
2003-08-11,980.5934460000001
2003-08-12,990.349496
2003-08-13,984.033365
2003-08-14,990.509743
2003-08-15,990.671905
2003-08-18,999.743698
2003-08-19,1002.35269
2003-08-20,1000.303715
2003-08-21,1003.274508
2003-08-22,993.055652
2003-08-25,993.70545
2003-08-26,996.730906
2003-08-27,996.788824
2003-08-28,1002.8376710000001
2003-08-29,1008.012055
2003-09-01,1008.012055
2003-09-02,1021.987229
2003-09-03,1026.2700439999999
2003-09-04,1027.9708779999999
2003-09-05,1021.388201
2003-09-08,1031.637401
2003-09-09,1023.1650119999999
2003-09-10,1010.916252
2003-09-11,1016.42005
2003-09-12,1018.633141
2003-09-15,1014.8075630000001
2003-09-16,1029.3184310000001
2003-09-17,1025.973784
2003-09-18,1039.581619
2003-09-19,1036.304398
2003-09-22,1022.818591
2003-09-23,1029.0343189999999
2003-09-24,1009.379231
2003-09-25,1003.266251
2003-09-26,996.852532
2003-09-29,1006.5844609999999
2003-09-30,995.9653199999999
2003-10-01,1018.215488
2003-10-02,1020.2421949999999
2003-10-03,1029.848001
2003-10-06,1034.3520019999999
2003-10-07,1039.252053
2003-10-08,1033.775545
2003-10-09,1038.732495
2003-10-10,1038.060153
2003-10-13,1045.3515289999998
2003-10-14,1049.483958
2003-10-15,1046.758799
2003-10-16,1050.0713
2003-10-17,1039.32279
2003-10-20,1044.681848
2003-10-21,1046.026326
2003-10-22,1030.356518
2003-10-23,1033.765184
2003-10-24,1028.9054039999999
2003-10-27,1031.129825
2003-10-28,1046.7863960000002
2003-10-29,1048.108149
2003-10-30,1046.943636
2003-10-31,1050.714358
2003-11-03,1059.015638
2003-11-04,1053.247523
2003-11-05,1051.8135539999998
2003-11-06,1058.053803
2003-11-07,1053.205958
2003-11-10,1047.112014
2003-11-11,1046.568446
2003-11-12,1058.5615189999999
2003-11-13,1058.4077029999999
2003-11-14,1050.347731
2003-11-17,1043.632947
2003-11-18,1034.149739
2003-11-19,1042.439185
2003-11-20,1033.6504810000001
2003-11-21,1035.283287
2003-11-24,1052.0774310000002
2003-11-25,1053.8891800000001
2003-11-26,1058.449877
2003-11-27,1058.449877
2003-11-28,1058.20451
2003-12-01,1070.1247210000001
2003-12-02,1066.617023
2003-12-03,1064.725817
2003-12-04,1069.7185279999999
2003-12-05,1061.503266
2003-12-08,1069.298115
2003-12-09,1060.18175
2003-12-10,1059.048359
2003-12-11,1071.214929
2003-12-12,1074.135814
2003-12-15,1068.0369050000002
2003-12-16,1075.131764
2003-12-17,1076.481501
2003-12-18,1089.175192
2003-12-19,1088.6652880000001
2003-12-22,1092.939852
2003-12-23,1096.018917
2003-12-24,1094.042368
2003-12-25,1094.042368
2003-12-26,1095.8885289999998
2003-12-29,1109.475649
2003-12-30,1109.6401970000002
2003-12-31,1111.915722
2004-01-01,1111.915722
2004-01-02,1108.484664
2004-01-05,1122.216661
2004-01-06,1123.674367
2004-01-07,1126.330455
2004-01-08,1131.915814
2004-01-09,1121.855198
2004-01-12,1127.2337699999998
2004-01-13,1121.22224
2004-01-14,1130.5240119999999
2004-01-15,1132.0461619999999
2004-01-16,1139.825446
2004-01-19,1139.825446
2004-01-20,1138.768149
2004-01-21,1147.617069
2004-01-22,1143.943416
2004-01-23,1141.5524580000001
2004-01-26,1155.371838
2004-01-27,1144.046686
2004-01-28,1128.478539
2004-01-29,1134.1147349999999
2004-01-30,1131.12716
2004-02-02,1135.2629869999998
2004-02-03,1136.034457
2004-02-04,1126.524625
2004-02-05,1128.589714
2004-02-06,1142.755158
2004-02-09,1139.807099
2004-02-10,1145.5407619999999
2004-02-11,1157.760476
2004-02-12,1152.106244
2004-02-13,1145.809751
2004-02-16,1145.809751
2004-02-17,1156.986656
2004-02-18,1151.822524
2004-02-19,1147.058847
2004-02-20,1144.108392
2004-02-23,1140.994533
2004-02-24,1139.093965
2004-02-25,1143.666623
2004-02-26,1144.9108019999999
2004-02-27,1144.942114
2004-03-01,1155.96278
2004-03-02,1149.101615
2004-03-03,1151.03955
2004-03-04,1154.875188
2004-03-05,1156.8732619999998
2004-03-08,1147.2130849999999
2004-03-09,1140.5779189999998
2004-03-10,1123.894351
2004-03-11,1106.783193
2004-03-12,1120.572981
2004-03-15,1104.492836
2004-03-16,1110.7008289999999
2004-03-17,1123.7530869999998
2004-03-18,1122.319057
2004-03-19,1109.776062
2004-03-22,1095.398191
2004-03-23,1093.9455289999999
2004-03-24,1091.3308650000001
2004-03-25,1109.188037
2004-03-26,1108.06256
2004-03-29,1122.467095
2004-03-30,1126.9997460000002
2004-03-31,1126.211608
2004-04-01,1132.167935
2004-04-02,1141.809849
2004-04-05,1150.567039
2004-04-06,1148.155916
2004-04-07,1140.530603
2004-04-08,1139.315865
2004-04-09,1139.315865
2004-04-12,1145.201188
2004-04-13,1129.442389
2004-04-14,1128.171277
2004-04-15,1128.837109
2004-04-16,1134.612645
2004-04-19,1135.8205150000001
2004-04-20,1118.153953
2004-04-21,1124.089791
2004-04-22,1139.933598
2004-04-23,1140.600167
2004-04-26,1135.529129
2004-04-27,1138.1135140000001
2004-04-28,1122.407097
2004-04-29,1113.8861869999998
2004-04-30,1107.3047900000001
2004-05-03,1117.4915449999999
2004-05-04,1119.553553
2004-05-05,1121.534387
2004-05-06,1113.991542
2004-05-07,1098.699693
2004-05-10,1087.122922
2004-05-11,1095.453058
2004-05-12,1097.282105
2004-05-13,1096.435553
2004-05-14,1095.6958359999999
2004-05-17,1084.096073
2004-05-18,1091.489734
2004-05-19,1088.684749
2004-05-20,1089.1859869999998
2004-05-21,1093.555502
2004-05-24,1095.406674
2004-05-25,1113.047736
2004-05-26,1114.94352
2004-05-27,1121.2767199999998
2004-05-28,1120.68316
2004-05-31,1120.68316
2004-06-01,1121.197216
2004-06-02,1124.988566
2004-06-03,1116.641724
2004-06-04,1122.504195
2004-06-07,1140.419383
2004-06-08,1142.1832359999999
2004-06-09,1131.326724
2004-06-10,1136.472547
2004-06-11,1136.472547
2004-06-14,1125.289474
2004-06-15,1132.013268
2004-06-16,1133.561696
2004-06-17,1132.047951
2004-06-18,1135.015393
2004-06-21,1130.300126
2004-06-22,1134.413425
2004-06-23,1144.058596
2004-06-24,1140.649239
2004-06-25,1134.432376
2004-06-28,1133.347034
2004-06-29,1136.203042
2004-06-30,1140.8355980000001
2004-07-01,1128.943112
2004-07-02,1125.379853
2004-07-05,1125.379853
2004-07-06,1116.210173
2004-07-07,1118.325848
2004-07-08,1109.10601
2004-07-09,1112.811593
2004-07-12,1114.351331
2004-07-13,1115.135849
2004-07-14,1111.468987
2004-07-15,1106.686557
2004-07-16,1101.39462
2004-07-19,1100.904681
2004-07-20,1108.6659140000002
2004-07-21,1093.8813519999999
2004-07-22,1096.84492
2004-07-23,1086.202809
2004-07-26,1084.066762
2004-07-27,1094.8263880000002
2004-07-28,1095.4213
2004-07-29,1100.426078
2004-07-30,1101.719431
2004-08-02,1106.617069
2004-08-03,1099.687868
2004-08-04,1098.633644
2004-08-05,1080.702967
2004-08-06,1063.972592
2004-08-09,1065.222577
2004-08-10,1079.038777
2004-08-11,1075.794886
2004-08-12,1063.2347550000002
2004-08-13,1064.8034519999999
2004-08-16,1079.341352
2004-08-17,1081.714618
2004-08-18,1095.1700779999999
2004-08-19,1091.233135
2004-08-20,1098.352353
2004-08-23,1095.679024
2004-08-24,1096.190817
2004-08-25,1104.9610189999999
2004-08-26,1105.086691
2004-08-27,1107.767817
2004-08-30,1099.153617
2004-08-31,1104.236418
2004-09-01,1105.9109019999999
2004-09-02,1118.308539
2004-09-03,1113.630443
2004-09-06,1113.630443
2004-09-07,1121.295783
2004-09-08,1116.26829
2004-09-09,1118.3832630000002
2004-09-10,1123.915592
2004-09-13,1125.815829
2004-09-14,1128.33015
2004-09-15,1120.366813
2004-09-16,1123.50415
2004-09-17,1128.548009
2004-09-20,1122.202139
2004-09-21,1129.3030099999999
2004-09-22,1113.564066
2004-09-23,1108.359506
2004-09-24,1110.1063800000002
2004-09-27,1103.5155869999999
2004-09-28,1110.058902
2004-09-29,1114.804163
2004-09-30,1114.583144
2004-10-01,1131.500906
2004-10-04,1135.1664
2004-10-05,1134.4820949999998
2004-10-06,1142.050487
2004-10-07,1130.651415
2004-10-08,1122.138851
2004-10-11,1124.387336
2004-10-12,1121.842613
2004-10-13,1113.646688
2004-10-14,1103.288128
2004-10-15,1108.197058
2004-10-18,1114.021569
2004-10-19,1103.23204
2004-10-20,1103.6632220000001
2004-10-21,1106.489077
2004-10-22,1095.735408
2004-10-25,1094.8062960000002
2004-10-26,1111.091277
2004-10-27,1125.40402
2004-10-28,1127.435642
2004-10-29,1130.199085
2004-11-01,1130.506777
2004-11-02,1130.544572
2004-11-03,1143.195475
2004-11-04,1161.667607
2004-11-05,1166.171384
2004-11-08,1164.885641
2004-11-09,1164.083734
2004-11-10,1162.9115140000001
2004-11-11,1173.477147
2004-11-12,1184.173758
2004-11-15,1183.814737
2004-11-16,1175.430221
2004-11-17,1181.9419699999999
2004-11-18,1183.54589
2004-11-19,1170.33895
2004-11-22,1177.2387130000002
2004-11-23,1176.938193
2004-11-24,1181.755545
2004-11-25,1181.755545
2004-11-26,1182.6488630000001
2004-11-29,1178.5720880000001
2004-11-30,1173.824307
2004-12-01,1191.371649
2004-12-02,1190.325777
2004-12-03,1191.1670980000001
2004-12-06,1190.250482
2004-12-07,1177.074949
2004-12-08,1182.813871
2004-12-09,1189.239124
2004-12-10,1188.000051
2004-12-13,1198.684028
2004-12-14,1203.380835
2004-12-15,1205.718351
2004-12-16,1203.2061529999999
2004-12-17,1194.2200050000001
2004-12-20,1194.652632
2004-12-21,1205.454592
2004-12-22,1209.5679289999998
2004-12-23,1210.1275859999998
2004-12-24,1210.1275859999998
2004-12-27,1204.917825
2004-12-28,1213.542794
2004-12-29,1213.446685
2004-12-30,1213.552428
2004-12-31,1211.9163019999999
2005-01-03,1202.084379
2005-01-04,1188.045122
2005-01-05,1183.736572
2005-01-06,1187.8852
2005-01-07,1186.192795
2005-01-10,1190.245433
2005-01-11,1182.9907970000002
2005-01-12,1187.702535
2005-01-13,1177.4482169999999
2005-01-14,1184.516519
2005-01-17,1184.516519
2005-01-18,1195.976502
2005-01-19,1184.631421
2005-01-20,1175.408046
2005-01-21,1167.867325
2005-01-24,1163.752617
2005-01-25,1168.40909
2005-01-26,1174.07413
2005-01-27,1174.550005
2005-01-28,1171.363302
2005-01-31,1181.268115
2005-02-01,1189.4060769999999
2005-02-02,1193.1853119999998
2005-02-03,1189.893655
2005-02-04,1203.030356
2005-02-07,1201.7202869999999
2005-02-08,1202.302774
2005-02-09,1191.988919
2005-02-10,1197.005589
2005-02-11,1205.304251
2005-02-14,1206.1428640000001
2005-02-15,1210.1244789999998
2005-02-16,1210.33833
2005-02-17,1200.750997
2005-02-18,1201.585749
2005-02-21,1201.585749
2005-02-22,1184.1623359999999
2005-02-23,1190.797798
2005-02-24,1200.200349
2005-02-25,1211.365875
2005-02-28,1203.600115
2005-03-01,1210.411519
2005-03-02,1210.082648
2005-03-03,1210.469652
2005-03-04,1222.124505
2005-03-07,1225.313484
2005-03-08,1219.425726
2005-03-09,1207.008125
2005-03-10,1209.247885
2005-03-11,1200.075143
2005-03-14,1206.827245
2005-03-15,1197.751492
2005-03-16,1188.072292
2005-03-17,1190.2065699999998
2005-03-18,1189.645327
2005-03-21,1183.784545
2005-03-22,1171.7114689999999
2005-03-23,1172.529759
2005-03-24,1171.418334
2005-03-25,1171.418334
2005-03-28,1174.278095
2005-03-29,1165.360694
2005-03-30,1181.410617
2005-03-31,1180.590902
2005-04-01,1172.920857
2005-04-04,1176.122931
2005-04-05,1181.393329
2005-04-06,1184.065328
2005-04-07,1191.139129
2005-04-08,1181.19723
2005-04-11,1181.2098130000002
2005-04-12,1187.758656
2005-04-13,1173.792682
2005-04-14,1162.049294
2005-04-15,1142.624341
2005-04-18,1145.976406
2005-04-19,1152.784096
2005-04-20,1137.500078
2005-04-21,1159.94632
2005-04-22,1152.122055
2005-04-25,1162.10165
2005-04-26,1151.735778
2005-04-27,1156.382274
2005-04-28,1143.216166
2005-04-29,1156.8475210000001
2005-05-02,1162.1630289999998
2005-05-03,1161.172536
2005-05-04,1175.650849
2005-05-05,1172.627389
2005-05-06,1171.345358
2005-05-09,1178.8386189999999
2005-05-10,1166.2172380000002
2005-05-11,1171.106972
2005-05-12,1159.360376
2005-05-13,1154.051216
2005-05-16,1165.688702
2005-05-17,1173.80004
2005-05-18,1185.561972
2005-05-19,1191.079378
2005-05-20,1189.277981
2005-05-23,1193.860686
2005-05-24,1194.0731119999998
2005-05-25,1190.005201
2005-05-26,1197.6248130000001
2005-05-27,1198.783433
2005-05-30,1198.783433
2005-05-31,1191.499743
2005-06-01,1202.271328
2005-06-02,1204.293918
2005-06-03,1196.015984
2005-06-06,1197.5058589999999
2005-06-07,1197.2641720000001
2005-06-08,1194.669235
2005-06-09,1200.930724
2005-06-10,1198.108362
2005-06-13,1200.817732
2005-06-14,1203.910929
2005-06-15,1206.582715
2005-06-16,1210.955908
2005-06-17,1216.9645289999999
2005-06-20,1216.100512
2005-06-21,1213.6107539999998
2005-06-22,1213.878591
2005-06-23,1200.7315039999999
2005-06-24,1191.569343
2005-06-27,1190.690758
2005-06-28,1201.565774
2005-06-29,1199.850878
2005-06-30,1191.3276119999998
2005-07-01,1194.4402029999999
2005-07-04,1194.4402029999999
2005-07-05,1204.989165
2005-07-06,1194.943947
2005-07-07,1197.86875
2005-07-08,1211.8609470000001
2005-07-11,1219.442068
2005-07-12,1222.213285
2005-07-13,1223.288368
2005-07-14,1226.503424
2005-07-15,1227.922646
2005-07-18,1221.1316689999999
2005-07-19,1229.3488519999999
2005-07-20,1235.202227
2005-07-21,1227.0434369999998
2005-07-22,1233.675123
2005-07-25,1229.0304800000001
2005-07-26,1231.159531
2005-07-27,1236.787052
2005-07-28,1243.718225
2005-07-29,1234.179458
2005-08-01,1235.347887
2005-08-02,1244.117966
2005-08-03,1245.044523
2005-08-04,1235.858796
2005-08-05,1226.420356
2005-08-08,1223.1294710000002
2005-08-09,1231.380457
2005-08-10,1229.128827
2005-08-11,1237.81056
2005-08-12,1230.392834
2005-08-15,1233.873758
2005-08-16,1219.344457
2005-08-17,1220.236699
2005-08-18,1219.020202
2005-08-19,1219.712167
2005-08-22,1221.72631
2005-08-23,1217.573653
2005-08-24,1209.585444
2005-08-25,1212.3949710000002
2005-08-26,1205.098029
2005-08-29,1212.282259
2005-08-30,1208.41325
2005-08-31,1220.33099
2005-09-01,1221.5881949999998
2005-09-02,1218.021074
2005-09-05,1218.021074
2005-09-06,1233.393201
2005-09-07,1236.359944
2005-09-08,1231.673742
2005-09-09,1241.47624
2005-09-12,1240.558147
2005-09-13,1231.1975439999999
2005-09-14,1227.162167
2005-09-15,1227.7270330000001
2005-09-16,1237.913337
2005-09-19,1231.021568
2005-09-20,1221.344707
2005-09-21,1210.2013630000001
2005-09-22,1214.621766
2005-09-23,1215.291395
2005-09-26,1215.627732
2005-09-27,1215.661125
2005-09-28,1216.893703
2005-09-29,1227.675875
2005-09-30,1228.811379
2005-10-03,1226.703497
2005-10-04,1214.473381
2005-10-05,1196.388543
2005-10-06,1191.491633
2005-10-07,1195.904213
2005-10-10,1187.330111
2005-10-11,1184.873686
2005-10-12,1177.682444
2005-10-13,1176.842717
2005-10-14,1186.568651
2005-10-17,1190.103793
2005-10-18,1178.1433439999998
2005-10-19,1195.755691
2005-10-20,1177.79805
2005-10-21,1179.594098
2005-10-24,1199.382609
2005-10-25,1196.539458
2005-10-26,1191.382525
2005-10-27,1178.8981880000001
2005-10-28,1198.412586
2005-10-31,1207.005823
2005-11-01,1202.76125
2005-11-02,1214.756866
2005-11-03,1219.93631
2005-11-04,1220.135839
2005-11-07,1222.8126439999999
2005-11-08,1218.58716
2005-11-09,1220.651131
2005-11-10,1230.9643939999999
2005-11-11,1234.7154189999999
2005-11-14,1233.761241
2005-11-15,1229.013406
2005-11-16,1231.214021
2005-11-17,1242.800751
2005-11-18,1248.272784
2005-11-21,1254.849034
2005-11-22,1261.22642
2005-11-23,1265.607083
2005-11-24,1265.607083
2005-11-25,1268.249669
2005-11-28,1257.4621550000002
2005-11-29,1257.484183
2005-11-30,1249.479127
2005-12-01,1264.6666910000001
2005-12-02,1265.080005
2005-12-05,1262.087057
2005-12-06,1263.696749
2005-12-07,1257.365165
2005-12-08,1255.8436769999998
2005-12-09,1259.369129
2005-12-12,1260.4318289999999
2005-12-13,1267.42546
2005-12-14,1272.736586
2005-12-15,1270.938733
2005-12-16,1267.320062
2005-12-19,1259.917798
2005-12-20,1259.62021
2005-12-21,1262.794937
2005-12-22,1268.123515
2005-12-23,1268.664276
2005-12-26,1268.664276
2005-12-27,1256.541005
2005-12-28,1258.1688
2005-12-29,1254.4157480000001
2005-12-30,1248.292968
2006-01-02,1248.292968
2006-01-03,1268.800375
2006-01-04,1273.459261
2006-01-05,1273.482992
2006-01-06,1285.453804
2006-01-09,1290.15371
2006-01-10,1289.687068
2006-01-11,1294.178632
2006-01-12,1286.056055
2006-01-13,1287.605251
2006-01-16,1287.605251
2006-01-17,1282.9342789999998
2006-01-18,1277.9331849999999
2006-01-19,1285.044139
2006-01-20,1261.485366
2006-01-23,1263.824841
2006-01-24,1266.8629349999999
2006-01-25,1264.682675
2006-01-26,1273.825217
2006-01-27,1283.722254
2006-01-30,1285.195482
2006-01-31,1280.084896
2006-02-01,1282.4584869999999
2006-02-02,1270.8368460000002
2006-02-03,1264.0299730000002
2006-02-06,1265.022962
2006-02-07,1254.781293
2006-02-08,1265.65005
2006-02-09,1263.775095
2006-02-10,1266.990068
2006-02-13,1262.8555470000001
2006-02-14,1275.530069
2006-02-15,1280.001608
2006-02-16,1289.3812970000001
2006-02-17,1287.2426
2006-02-20,1287.2426
2006-02-21,1283.0256160000001
2006-02-22,1292.670981
2006-02-23,1287.7893080000001
2006-02-24,1289.430848
2006-02-27,1294.121745
2006-02-28,1280.664314
2006-03-01,1291.242358
2006-03-02,1289.140817
2006-03-03,1287.231233
2006-03-06,1278.257967
2006-03-07,1275.87781
2006-03-08,1278.474817
2006-03-09,1272.233081
2006-03-10,1281.576688
2006-03-13,1284.133188
2006-03-14,1297.4784630000001
2006-03-15,1303.0231880000001
2006-03-16,1305.332225
2006-03-17,1307.250563
2006-03-20,1305.08412
2006-03-21,1297.2331900000001
2006-03-22,1305.041317
2006-03-23,1301.6735210000002
2006-03-24,1302.953483
2006-03-27,1301.605146
2006-03-28,1293.225374
2006-03-29,1302.8928970000002
2006-03-30,1300.247441
2006-03-31,1294.827842
2006-04-03,1297.812816
2006-04-04,1305.934982
2006-04-05,1311.558409
2006-04-06,1309.041661
2006-04-07,1295.498828
2006-04-10,1296.604677
2006-04-11,1286.574749
2006-04-12,1288.124914
2006-04-13,1289.11801
2006-04-14,1289.11801
2006-04-17,1285.330706
2006-04-18,1307.645139
2006-04-19,1309.930605
2006-04-20,1311.456431
2006-04-21,1311.2835810000001
2006-04-24,1308.112958
2006-04-25,1301.741427
2006-04-26,1305.4062529999999
2006-04-27,1309.717321
2006-04-28,1310.6119640000002
2006-05-01,1305.193331
2006-05-02,1313.210855
2006-05-03,1307.849468
2006-05-04,1312.252511
2006-05-05,1325.7608400000001
2006-05-08,1324.662795
2006-05-09,1325.139962
2006-05-10,1322.8520019999999
2006-05-11,1305.924323
2006-05-12,1291.239213
2006-05-15,1294.503783
2006-05-16,1292.0813699999999
2006-05-17,1270.321522
2006-05-18,1261.81259
2006-05-19,1267.030373
2006-05-22,1262.071508
2006-05-23,1256.580898
2006-05-24,1258.565418
2006-05-25,1272.880582
2006-05-26,1280.160865
2006-05-29,1280.160865
2006-05-30,1259.841491
2006-05-31,1270.0898619999998
2006-06-01,1285.7137779999998
2006-06-02,1288.218224
2006-06-05,1265.285877
2006-06-06,1263.84894
2006-06-07,1256.153217
2006-06-08,1257.9277439999998
2006-06-09,1252.298212
2006-06-12,1236.404115
2006-06-13,1223.692762
2006-06-14,1230.043122
2006-06-15,1256.163492
2006-06-16,1251.544302
2006-06-19,1240.137683
2006-06-20,1240.123972
2006-06-21,1252.204709
2006-06-22,1245.597203
2006-06-23,1244.504377
2006-06-26,1250.561201
2006-06-27,1239.2018460000002
2006-06-28,1246.003181
2006-06-29,1272.8672589999999
2006-06-30,1270.204381
2006-07-03,1280.188915
2006-07-04,1280.188915
2006-07-05,1270.905336
2006-07-06,1274.081894
2006-07-07,1265.476453
2006-07-10,1267.337493
2006-07-11,1272.522945
2006-07-12,1258.601649
2006-07-13,1242.288901
2006-07-14,1236.199088
2006-07-17,1234.489977
2006-07-18,1236.863939
2006-07-19,1259.81245
2006-07-20,1249.133562
2006-07-21,1240.2911210000002
2006-07-24,1260.909767
2006-07-25,1268.879656
2006-07-26,1268.399942
2006-07-27,1263.197017
2006-07-28,1278.545332
2006-07-31,1276.6603519999999
2006-08-01,1270.917486
2006-08-02,1278.549078
2006-08-03,1280.269016
2006-08-04,1279.362458
2006-08-07,1275.765579
2006-08-08,1271.47896
2006-08-09,1265.9495
2006-08-10,1271.8081960000002
2006-08-11,1266.743105
2006-08-14,1268.2138699999998
2006-08-15,1285.577743
2006-08-16,1295.426182
2006-08-17,1297.477683
2006-08-18,1302.3039939999999
2006-08-21,1297.52336
2006-08-22,1298.822011
2006-08-23,1292.993141
2006-08-24,1296.063658
2006-08-25,1295.087692
2006-08-28,1301.7844949999999
2006-08-29,1304.280672
2006-08-30,1304.266244
2006-08-31,1303.81846
2006-09-01,1311.0110359999999
2006-09-04,1311.0110359999999
2006-09-05,1313.248098
2006-09-06,1300.259374
2006-09-07,1294.015254
2006-09-08,1298.9185949999999
2006-09-11,1299.541667
2006-09-12,1313.113972
2006-09-13,1318.0673980000001
2006-09-14,1316.283472
2006-09-15,1319.865463
2006-09-18,1321.1830400000001
2006-09-19,1318.309422
2006-09-20,1325.175051
2006-09-21,1318.033134
2006-09-22,1314.7773140000002
2006-09-25,1326.372003
2006-09-26,1336.342782
2006-09-27,1336.590723
2006-09-28,1339.1460650000001
2006-09-29,1335.8469929999999
2006-10-02,1331.323441
2006-10-03,1334.114194
2006-10-04,1350.217496
2006-10-05,1353.217635
2006-10-06,1349.583479
2006-10-09,1350.661706
2006-10-10,1353.4205630000001
2006-10-11,1349.9535
2006-10-12,1362.827417
2006-10-13,1365.615257
2006-10-16,1369.054694
2006-10-17,1364.048468
2006-10-18,1365.961859
2006-10-19,1366.962018
2006-10-20,1368.5981689999999
2006-10-23,1377.022989
2006-10-24,1377.3750400000001
2006-10-25,1382.2246599999999
2006-10-26,1389.084849
2006-10-27,1377.339555
2006-10-30,1377.928805
2006-10-31,1377.9425720000002
2006-11-01,1367.8066720000002
2006-11-02,1367.342067
2006-11-03,1364.296879
2006-11-06,1379.783126
2006-11-07,1382.843126
2006-11-08,1385.716966
2006-11-09,1378.334096
2006-11-10,1380.897243
2006-11-13,1384.419685
2006-11-14,1393.219568
2006-11-15,1396.570858
2006-11-16,1399.7625480000002
2006-11-17,1401.203907
2006-11-20,1400.49983
2006-11-21,1402.8140640000001
2006-11-22,1406.0910880000001
2006-11-23,1406.0910880000001
2006-11-24,1400.947288
2006-11-27,1381.904191
2006-11-28,1386.724362
2006-11-29,1399.484216
2006-11-30,1400.634364
2006-12-01,1396.713043
2006-12-04,1409.118741
2006-12-05,1414.757957
2006-12-06,1412.899694
2006-12-07,1407.290325
2006-12-08,1409.8427060000001
2006-12-11,1413.038248
2006-12-12,1411.559986
2006-12-13,1413.21426
2006-12-14,1425.4856730000001
2006-12-15,1427.085767
2006-12-18,1422.476576
2006-12-19,1425.551434
2006-12-20,1423.5261560000001
2006-12-21,1418.304226
2006-12-22,1410.764768
2006-12-25,1410.764768
2006-12-26,1416.903986
2006-12-27,1426.8358369999999
2006-12-28,1424.725544
2006-12-29,1418.3004859999999
2007-01-01,1418.3004859999999
2007-01-02,1418.3004859999999
2007-01-03,1416.60204
2007-01-04,1418.341193
2007-01-05,1409.707052
2007-01-08,1412.842838
2007-01-09,1412.1136119999999
2007-01-10,1414.8499259999999
2007-01-11,1423.8249859999999
2007-01-12,1430.7326189999999
2007-01-15,1430.7326189999999
2007-01-16,1431.902848
2007-01-17,1430.6187009999999
2007-01-18,1426.368554
2007-01-19,1430.503613
2007-01-22,1422.954953
2007-01-23,1427.988746
2007-01-24,1440.131307
2007-01-25,1423.903619
2007-01-26,1422.182399
2007-01-29,1420.620938
2007-01-30,1428.818801
2007-01-31,1438.2428869999999
2007-02-01,1445.944488
2007-02-02,1448.390177
2007-02-05,1446.987398
2007-02-06,1447.996971
2007-02-07,1450.0157869999998
2007-02-08,1448.306941
2007-02-09,1438.06104
